iter	Logloss
204	0.04040225983
205	0.03985976458
206	0.03978218555
207	0.03946113348
208	0.03904876471
209	0.03901752472
210	0.03869023085
211	0.03840336323
212	0.03814253092
213	0.03787223339
214	0.03767606258
215	0.03732338905
216	0.03686443806
217	0.0368204546
218	0.03649833441
219	0.03632407427
220	0.03612196445
221	0.0358036232
222	0.03546845436
223	0.03520218849
224	0.03487433672
225	0.03450669289
226	0.03444267511
227	0.03418961287
228	0.03379452229
229	0.03360497713
230	0.03332355738
231	0.03319070101
232	0.03282525778
233	0.0325549078
234	0.03239460468
235	0.03205602169
236	0.03179599047
237	0.03163094759
238	0.03150186062
239	0.03137604475
240	0.03135474205
241	0.03107160568
242	0.03104888439
243	0.03078992605
244	0.03052076817
245	0.03030198097
246	0.03002848387
247	0.02991452217
248	0.02968448162
249	0.02936462641
250	0.02915133238
251	0.02889677048
252	0.02863181591
253	0.02844609737
254	0.02827000856
255	0.02817739964
256	0.02796155214
257	0.02775438786
258	0.0274187398
259	0.0272046423
260	0.0269967556
261	0.02684871674
262	0.02653928757
263	0.02632148504
264	0.02610228777
265	0.02589491129
266	0.02577907801
267	0.02570385218
268	0.02565569162
269	0.02540049076
270	0.02518497467
271	0.02499890327
272	0.02480261803
273	0.02476520538
274	0.02463977575
275	0.02451600075
276	0.02429611921
277	0.02410736322
278	0.02395685434
279	0.02391497612
280	0.02373147011
281	0.02353829861
282	0.02340206861
283	0.02323753357
284	0.0231532526
285	0.02314665794
286	0.02294824362
287	0.02292309523
288	0.02275912762
289	0.0226405859
290	0.02246328592
291	0.02237785101
292	0.02226806402
293	0.02221485615
294	0.0221609211
295	0.02201228142
296	0.02200543165
297	0.02187541008
298	0.02168724537
299	0.02167830944
300	0.02167144775
301	0.02166147709
302	0.02160342693
303	0.02146857738
304	0.0212660408
305	0.02107772827
306	0.02091301918
307	0.02073119402
308	0.0206456852
309	0.02056257725
310	0.02038132191
311	0.0202796483
312	0.02010917187
313	0.01994630456
314	0.0197516799
315	0.01961519241
316	0.01948588371
317	0.01937506557
318	0.01925507665
319	0.01918325663
320	0.0190831542
321	0.01897523165
322	0.01883570552
323	0.01871077538
324	0.01858925819
325	0.01853303909
326	0.01852023363
327	0.01851179361
328	0.01850257397
329	0.01836838961
330	0.01825216532
331	0.01824156284
332	0.01813573241
333	0.01800329924
334	0.01787242889
335	0.01781877279
336	0.0178057456
337	0.01767964244
338	0.01758599043
339	0.01746847868
340	0.01746055245
341	0.01745569706
342	0.01745152116
343	0.01731870294
344	0.01713442206
345	0.01703243494
346	0.01694678545
347	0.01682929516
348	0.01665178061
349	0.01657404542
350	0.01650905848
351	0.01639378309
352	0.01626149893
353	0.0162002027
354	0.01603815079
355	0.01597647667
356	0.01591562748
357	0.01580031633
358	0.01570405722
359	0.0156966269
360	0.01569366217
361	0.01568980813
362	0.01560748458
363	0.01549860716
364	0.01542137861
365	0.01535013795
366	0.01534202814
367	0.01526718974
368	0.01526314378
369	0.01511107802
370	0.01502623916
371	0.01495495915
372	0.01484161854
373	0.01483032942
374	0.01477434754
375	0.01476395965
376	0.01464741707
377	0.01464047313
378	0.0146336329
379	0.01463352919
380	0.01456208944
381	0.01450101137
382	0.01444583297
383	0.01436744332
384	0.0142816186
385	0.0142554307
386	0.01416046143
387	0.01409632683
388	0.01402591109
389	0.01397434592
390	0.01392413139
391	0.01385629296
392	0.01380012989
393	0.01367560148
394	0.0135578835
395	0.01346816778
396	0.01341084242
397	0.01333530664
398	0.01322598338
399	0.01314720154
400	0.01308916092
401	0.01307846069
402	0.01302297831
403	0.01292842507
404	0.01286650062
405	0.01280926943
406	0.0127454567
407	0.01271526575
408	0.01264004946
409	0.01258324146
410	0.01252441883
411	0.01245090604
412	0.01239838123
413	0.01231206179
414	0.01227161884
415	0.01219810486
416	0.01215511084
417	0.01207952976
418	0.01199617624
419	0.01192320108
420	0.01185446143
421	0.01178840041
422	0.01172552109
423	0.01168337464
424	0.01163594961
425	0.0115736568
426	0.01153135538
427	0.01150678277
428	0.01147310972
429	0.0114322257
430	0.01135838628
431	0.01132183313
432	0.0112463212
433	0.01120268106
434	0.01112994909
435	0.01109759092
436	0.01103900671
437	0.01098977685
438	0.01094362617
439	0.01089596033
440	0.01086659789
441	0.01080095649
442	0.01072576761
443	0.01066117764
444	0.0106108439
445	0.01056417465
446	0.01048067331
447	0.01044074655
448	0.01040444374
449	0.01037622452
450	0.01032438278
451	0.01027234793
452	0.01019477844
453	0.01014940023
454	0.01011452675
455	0.010096035
456	0.01007246971
457	0.01002880931
458	0.01000143766
459	0.009960104823
460	0.009929530621
461	0.009908435345
462	0.009864922762
463	0.009831596017
464	0.009776583314
465	0.009702149034
466	0.009647318721
467	0.009609863162
468	0.009579744339
469	0.009521343112
470	0.00947117269
471	0.009426759481
472	0.009403778315
473	0.009379863143
474	0.00934974432
475	0.009342836142
476	0.009299820662
477	0.009273212552
478	0.0092309165
479	0.009197748303
480	0.009165672064
481	0.009125924706
482	0.009059942365
483	0.009019427896
484	0.009019366503
485	0.008982805014
486	0.008932605982
487	0.008918156028
488	0.008918164372
489	0.00887575984
490	0.008826413751
491	0.008826358318
492	0.008795223236
493	0.008786414266
494	0.008771295547
495	0.008715794086
496	0.00868373096
497	0.008679680824
498	0.008679668903
499	0.008679654598
500	0.008679637909
501	0.008646394014
502	0.008646409512
503	0.008646407127
504	0.008646382093
505	0.00862118125
506	0.008583680391
507	0.00858368814
508	0.008567385674
509	0.008567375541
510	0.008567367792
511	0.008532930613
512	0.008490616083
513	0.008453645706
514	0.008437239528
515	0.008437185884
516	0.0084371984
517	0.008437160254
518	0.008437140584
519	0.008437130451
520	0.008407398462
521	0.008363624811
522	0.008358545303
523	0.008358581066
524	0.008358542919
525	0.008335905075
526	0.008335849047
527	0.008335883617
528	0.008334062099
529	0.008280522823
530	0.008250402212
531	0.008250361681
532	0.008250361681
533	0.008225949407
534	0.008225919604
535	0.00819091022
536	0.008190809488
537	0.008190862536
538	0.008190862536
539	0.008169709444
540	0.008161708117
541	0.008129267693
542	0.008075506687
543	0.008075522184
544	0.008075526357
545	0.008075525761
546	0.00807551384
547	0.00807549119
548	0.008075454235
549	0.008075482249
550	0.008075383902
551	0.008075366616
552	0.008075339794
553	0.008075353503
554	0.008075312972
555	0.008075299859
556	0.00807528615
557	0.008075306416
558	0.008075232506
559	0.008075301051
560	0.008075277805
561	0.008045942783
562	0.008009517789
563	0.008009528518
564	0.008009490967
565	0.008009454012
566	0.008006793857
567	0.007984039187
568	0.007962529659
569	0.007934243679
570	0.007884058952
571	0.007833154202
572	0.007828633189
573	0.007793776989
574	0.007761690617
575	0.007761689425
576	0.007761625051
577	0.007761595249
578	0.007744380236
579	0.007703113556
580	0.007703102231
581	0.007703096867
582	0.007687227726
583	0.007687202692
584	0.007684943676
585	0.00768491447
586	0.007654421329
587	0.007614751458
588	0.007587408423
589	0.00755666554
590	0.007527728677
591	0.007514713407
592	0.007497473955
593	0.007497451305
594	0.007486009598
595	0.007460064292
596	0.007434230447
597	0.007410714626
598	0.007381746173
599	0.007381700277
600	0.00738170743
601	0.0073480165
602	0.007314578891
603	0.007290228009
604	0.007248215079
605	0.007229130864
606	0.007229079604
607	0.007190755606
608	0.007154017091
609	0.007120498419
610	0.00708961606
611	0.007089656591
612	0.007068186402
613	0.007068185806
614	0.007068166137
615	0.007058218718
616	0.007058217525
617	0.007040805817
618	0.007006018162
619	0.006990072131
620	0.006964113116
621	0.006964125633
622	0.00695171237
623	0.006951705217
624	0.006922700405
625	0.006893398762
626	0.006875846982
627	0.006841751337
628	0.006810337901
629	0.006793226004
630	0.006770926714
631	0.006770961285
632	0.006730565429
633	0.006730434299
634	0.006730398536
635	0.006730417013
636	0.006704241037
637	0.006704239249
638	0.006704241037
639	0.006704227924
640	0.006690634489
641	0.006660929322
642	0.006641893387
643	0.006624727249
644	0.006593356133
645	0.006575088501
646	0.006560353041
647	0.006531788111
648	0.006504963636
649	0.006483824253
650	0.006462351084
651	0.006444117427
652	0.006412519217
653	0.006390346289
654	0.006369798183
655	0.006355528831
656	0.006330518723
657	0.006306639314
658	0.006278069019
659	0.006265507936
660	0.006239116192
661	0.006215338707
662	0.006213666797
663	0.006197659969
664	0.006197651625
665	0.006177026033
666	0.006165667772
667	0.006153362393
668	0.006130130291
669	0.006101411581
670	0.006079663038
671	0.006068388224
672	0.00605932951
673	0.006041175127
674	0.006022889614
675	0.006001834273
676	0.005981315374
677	0.0059812814
678	0.005952475071
679	0.005917595625
680	0.00588637352
681	0.005862576962
682	0.005834319592
683	0.00582208395
684	0.005822066069
685	0.005802575946
686	0.005792148709
687	0.005774332881
688	0.00576439023
689	0.005745527744
690	0.005722924471
691	0.005708708167
692	0.005687043667
693	0.005669617653
694	0.005657923818
695	0.005648519993
696	0.005639302135
697	0.005629808903
698	0.005617586374
699	0.005607109666
700	0.00559428215
701	0.005563071966
702	0.005548322797
703	0.005522066355
704	0.00549064815
705	0.005472847223
706	0.005457342863
707	0.005457378626
708	0.005443808436
709	0.005432271957
710	0.005409050584
711	0.005387704968
712	0.005372710228
713	0.005349960327
714	0.005349968672
715	0.005335813761
716	0.005322955847
717	0.005310951471
718	0.005298819542
719	0.005287627578
720	0.005287615061
721	0.005272245407
722	0.005247882605
723	0.005236631632
724	0.005215288401
725	0.005192859173
726	0.00518042326
727	0.005168279409
728	0.005160486698
729	0.005145178437
730	0.005134446621
731	0.005107606053
732	0.005107604265
733	0.005098013878
734	0.005087498426
735	0.005087506771
736	0.005073785782
737	0.005063984394
738	0.005055209994
739	0.005037407875
740	0.005014746189
741	0.004994961917
742	0.00498521328
743	0.004976695478
744	0.00496764183
745	0.004960005879
746	0.004959993064
747	0.004947761893
748	0.004935501218
749	0.004922207594
750	0.004922231436
751	0.004910517037
752	0.004896203279
753	0.004887384176
754	0.004875804186
755	0.004872708619
756	0.004862898886
757	0.004849894047
758	0.00484260112
759	0.00484260112
760	0.004842624664
761	0.004842646122
762	0.004825917482
763	0.0048230955
764	0.004823127389
765	0.004822969139
766	0.004814093411
767	0.004814117551
768	0.004801472425
769	0.004788215756
770	0.00476079911
771	0.004735401571
772	0.004722261429
773	0.004722234309
774	0.004714151919
775	0.004707532525
776	0.004687023759
777	0.004679765105
778	0.004669263363
779	0.004661477804
780	0.004661436081
781	0.004661434293
782	0.004661436677
783	0.004661452472
784	0.004650659561
785	0.004633819163
786	0.004633830488
787	0.004616147578
788	0.004599263072
789	0.004599266946
790	0.00459171325
791	0.004591726661
792	0.004583339691
793	0.004566035867
794	0.004554326832
795	0.004545241296
796	0.004534066319
797	0.004534031749
798	0.004534099102
799	0.004534081221
800	0.004534096122
801	0.004525236487
802	0.004525253773
803	0.004518380165
804	0.004518386722
805	0.004518345296
806	0.004507355094
807	0.004498585463
808	0.004488088191
809	0.004477114975
810	0.004458489716
811	0.004453759789
812	0.004445400834
813	0.004439861476
814	0.004439814091
815	0.004425321817
816	0.004411615133
817	0.004398122132
818	0.004398090839
819	0.004391830266
820	0.004382327795
821	0.004382308125
822	0.004372732043
823	0.004372704625
824	0.004363471866
825	0.004355758727
826	0.004334176183
827	0.004328501821
828	0.004328526258
829	0.004318621159
830	0.004318602979
831	0.004314673543
832	0.004304485619
833	0.004304476976
834	0.004288299382
835	0.004278022051
836	0.004267478883
837	0.004259924889
838	0.004259868264
839	0.004253875613
840	0.004233968854
841	0.004224243164
842	0.004224270582
843	0.004224129617
844	0.004218571186
845	0.004218574464
846	0.004218572974
847	0.004218609035
848	0.004218574762
849	0.004218631685
850	0.004209671021
851	0.004202589989
852	0.004202616811
853	0.004202579558
854	0.004202160835
855	0.004202128649
856	0.004202086329
857	0.004202111065
858	0.00419557333
859	0.004195609093
860	0.004195533693
861	0.004195492268
862	0.004195480347
863	0.004195488095
864	0.004187214375
865	0.004187192321
866	0.004176399112
867	0.004176402986
868	0.004171267152
869	0.004166659713
870	0.004160602093
871	0.004160485864
872	0.004160372019
873	0.004160344899
874	0.004152443111
875	0.00413461864
876	0.004126375318
877	0.00412642777
878	0.004114297628
879	0.004114304483
880	0.004107127786
881	0.004098848403
882	0.004090789258
883	0.004090639353
884	0.004078832865
885	0.004065454602
886	0.004059041739
887	0.0040509969
888	0.004031113386
889	0.004031080604
890	0.004031097293
891	0.004023375511
892	0.004014220834
893	0.004007581472
894	0.004002657235
895	0.003996933997
896	0.00398856312
897	0.003988548219
898	0.003977349102
899	0.003968374133
900	0.003960677683
901	0.003960662484
902	0.003955078423
903	0.003945647478
904	0.003945690393
905	0.003928315938
906	0.003917655349
907	0.003904378116
908	0.003895574808
909	0.003889737725
910	0.003884096444
911	0.003871279359
912	0.003860021234
913	0.003851521313
914	0.003842403293
915	0.003832312822
916	0.003823150396
917	0.00381351769
918	0.003801715374
919	0.003789260089
920	0.003780604303
921	0.003780559897
922	0.003769086003
923	0.003753992021
924	0.003748657107
925	0.003738244772
926	0.003729898334
927	0.003729901016
928	0.003724586368
929	0.003709875941
930	0.0036956352
931	0.003682147264
932	0.003671993911
933	0.003666487336
934	0.00366651535
935	0.003660081029
936	0.003651183248
937	0.003651178479
938	0.003648839295
939	0.00364528656
940	0.003637996018
941	0.003628837168
942	0.003628740311
943	0.00362873137
944	0.003615681529
945	0.003603836894
946	0.003603815734
947	0.003590230048
948	0.003577569127
949	0.003577522635
950	0.003562612832
951	0.003560880423
952	0.003560831845
953	0.003556197286
954	0.003543778658
955	0.003538621664
956	0.003526736498
957	0.003521699309
958	0.003515266776
959	0.003508532047
960	0.003508524895
961	0.003508557975
962	0.003495724797
963	0.003487821519
964	0.003487749696
965	0.003483353853
966	0.003479055166
967	0.003474250734
968	0.003467631042
969	0.003464113474
970	0.003464066386
971	0.003458580375
972	0.003458480537
973	0.003458510041
974	0.003447658718
975	0.003441491723
976	0.003434240818
977	0.003432901204
978	0.003432783484
979	0.003431533575
980	0.00342749685
981	0.003427501321
982	0.003422448635
983	0.003422399163
984	0.003419537246
985	0.003412352204
986	0.003410965204
987	0.003410955667
988	0.003410873413
989	0.003403762877
990	0.003403746486
991	0.003398507237
992	0.003398395181
993	0.003398382068
994	0.003398342729
995	0.00339710474
996	0.003392505646
997	0.003392487168
998	0.00338326335
999	0.003383218944
